Crude Oil WTI Futures,Natural Gas Futures,Newcastle Coal Futures,Palm Oil Futures,US Sugar 11 Futures,US Wheat Futures
-1.3109175313087453,-0.08419704274460853,-1.3215385815201992,1.8312324119642522,-1.6687930456847229,0.5145046105581718
-1.3109175313087453,-0.08419704274460853,-1.3215385815201992,1.8312324119642522,-1.6687930456847229,0.5145046105581718
-1.3109175313087453,-0.08419704274460853,-1.3215385815201992,1.8312324119642522,-1.6687930456847229,0.5145046105581718
-1.1627838491958573,-0.08703849539548368,-0.9632938168618034,1.8038510308050661,-1.6993322688135686,0.5145048477419133
-1.0370865842621122,-0.009913436206163685,-0.8542991962951885,2.0573007020938303,-1.821628481762007,0.5037781495135687
-0.9283761965175522,0.024359115931348773,-0.6572189256797561,2.089089046765616,-2.0315521602003614,0.26573588268151743
-0.7792806829502417,-0.08046990150314186,-0.7028164556516001,2.015981070747987,-2.0820108656986975,0.31454693485933405
-0.8204936737375232,-0.08886411970116427,-0.6341478122173542,1.9922939261004722,-2.125347121118336,0.4254023315408686
-0.8617066645248055,-0.09725833789918668,-0.5654791687831074,1.9896449076091403,-2.1686833765379734,0.4330962409462412
-0.9029196553120872,-0.10565255609720887,-0.4968105253488607,1.9869958891178086,-2.212019631957612,0.4407901503516137
-0.6536293771615399,0.009501432570481454,-0.5792988852893933,1.8374419394373964,-2.1359996590489754,0.5218655056822824
-0.3225149128927033,-0.0997376159022072,-0.4265388300896152,1.8319326436075016,-1.977778919982542,0.4351439231574135
-0.2883385348512785,-0.06156784294910652,-0.3172198430340477,1.8823061273852837,-2.0715031317050174,0.30851710038924185
-0.16283476082737983,0.18122118532469628,-0.16706352828750295,1.8669315630293615,-2.053049219754853,0.24325545884084168
-0.058357495856007774,0.3067841515946331,-0.16110153467486818,1.8527314457154471,-1.972538496168354,0.38448664222030837
0.04611976911536423,0.4323471178645698,-0.15513954106223266,1.8714589283609997,-1.8920277725818568,0.3764220768651058
-0.031506740912989904,0.3573168610668206,-0.14917754744959716,1.8901864110065525,-1.8115170489953585,0.3683575115099032
0.10211073304912191,0.15329706593358045,-0.15086370800756677,2.1176312582992365,-1.7310063254088597,0.36029294615470064
0.35996631660263634,-0.009665388602894644,-0.1100637544454269,2.1226412663454597,-1.5150007334126612,0.6872102338257435
0.2570899204268192,-0.29371269197484967,-0.056512265392154336,2.0893401385219805,-1.481478101929838,0.7738742185210774
0.08884520640792268,-0.12240629155194431,-0.08125343390694614,2.2270589347771557,-1.6019300875217592,0.7046964065116944
0.05912181429076222,-0.14242020920860324,-0.07888836636204122,2.2863106609730304,-1.620098764493975,0.8096512823932316
0.02939842217360174,-0.16243412686526204,-0.07652329881713604,2.2953938093099553,-1.6382674414661906,0.8126211668240896
-0.0003249699435587263,-0.18244804452192087,-0.07415823127223048,2.3044769576468798,-1.6564361184384049,0.8155910512549476
0.1161723281911789,-0.14564557699546304,-0.03364404822215564,2.211109543027228,-1.6452130446547932,0.9829278210381045
0.40408742666460035,-0.47084697098599404,-0.029655729092743045,2.243237457714096,-1.77951665920725,0.8383334436551697
0.4949488801004544,-0.5438356803802086,-0.035356297604762665,2.480573497247451,-1.9353571434300378,0.6661373027208811
0.5514605427714784,0.0184839747012281,-0.03597321882668975,2.6997209328485328,-1.9977487101253053,0.7117040682339759
0.5597478075611798,0.22974505704803627,-0.07212927048382124,2.8834967481343234,-2.0076933676716866,0.6069969928931176
0.5680350723508812,0.4410061393948449,-0.10828532214095324,2.88156038206768,-2.0176380252180697,0.5682327142918057
0.5763223371405827,0.6522672217416532,-0.14444137379808472,2.8796240160010367,-2.02758268276445,0.5294684356904936
0.5945220126626035,0.7012470270563582,-0.33239649780594316,2.663828371623356,-1.9033232905042128,0.5184901942817254
0.6625434265680179,0.2703207691405591,-0.1697185889075868,2.6636815251311656,-2.049954516937142,0.39304865138962125
0.7520560064897578,0.7623204058721513,-0.15349370067658225,2.663534678638975,-2.206137976230687,0.30912545462259466
1.187838145170764,0.5640742825874644,-0.06455872804761995,2.7807492146395587,-2.0526396525829336,0.42664189454821094
1.1914431344695025,0.4302526888744376,-0.014020477216687933,2.6529354610341027,-2.0715445143039086,0.5302936736336511
1.1950481237682409,0.29643109516141114,0.036517773614244714,2.6559009569749894,-2.0904493760248837,0.4956798448176282
1.1986531130669804,0.16260950144838437,0.08705602444517735,2.658866452915876,-2.1093542377458565,0.4610660160016054
0.9968921105730567,0.3024684731804342,0.1859924633462379,2.352775431558513,-2.1564001897393648,0.4243437065909536
0.9238926383147692,0.1380419945817219,0.17368723557135204,2.459533670512864,-1.78963749950644,0.525699409063635
1.0160214137487273,0.05030603522327686,0.165428384082836,2.74486417149057,-1.9070464777544753,0.516282766001281
1.249453977545613,-0.13308104677302732,0.28751297028412487,2.877732506188048,-2.0139787947383447,0.5928439786495775
1.4022424394858273,-0.010172999844602102,0.25811958767199855,3.080991028585933,-2.0387926318590606,0.7766978814045965
1.5550309014260433,0.11273504708382319,0.22872620505987223,3.080936380075759,-2.0636064689797764,0.7978916686882183
1.7078193633662575,0.23564309401224848,0.19933282244774644,3.080881731565585,-2.0884203061004922,0.8190854559718401
1.3926029023188309,0.23515868866435324,0.1621795629201454,3.046435490000568,-2.0550754596133514,0.7206289044734232
1.3387310478155896,0.3070233525723929,0.10105522808154635,2.9963956962978138,-2.108020147712823,0.7165875449546529
1.0751895795242796,0.39799691100344414,0.06852073851351723,3.1025876936352934,-2.0855611069596223,0.7875566681900499
