Date,Adj Close,Close,High,Low,Open
2022-01-01,0.2395209521055221,0.2395209521055221,0.2400384098291397,0.2397219091653823,0.2400384098291397
2022-01-02,0.2395209521055221,0.2395209521055221,0.2400384098291397,0.2397219091653823,0.2400384098291397
2022-01-03,0.2395209521055221,0.2395209521055221,0.2400384098291397,0.2397219091653823,0.2400384098291397
2022-01-04,0.2398081421852111,0.2398081421852111,0.2397506535053253,0.2390057295560836,0.2394062727689743
2022-01-05,0.2390057295560836,0.2390057295560836,0.2389486283063888,0.2385211586952209,0.2389486283063888
2022-01-06,0.2385496199131012,0.2385496199131012,0.2385496199131012,0.2374732792377472,0.2384358793497085
2022-01-07,0.2374732792377472,0.2374732792377472,0.2380952537059784,0.2372479140758514,0.2372479140758514
2022-01-08,0.23754854996999103,0.23754854996999103,0.23815197745958963,0.23739830652872718,0.23758708437283832
2022-01-09,0.23762382070223487,0.23762382070223487,0.23820870121320087,0.23754869898160294,0.2379262546698252
2022-01-10,0.2376990914344787,0.2376990914344787,0.2382654249668121,0.2376990914344787,0.2382654249668121
2022-01-11,0.2382086664438247,0.2382086664438247,0.2387489527463913,0.2381519526243209,0.2381802946329116
2022-01-12,0.2386634796857834,0.2386634796857834,0.2395496517419815,0.2386634796857834,0.238863006234169
2022-01-13,0.2390343099832534,0.2390343099832534,0.2398656606674194,0.2390057295560836,0.239607036113739
2022-01-14,0.2395209521055221,0.2395209521055221,0.2397219091653823,0.2391028851270675,0.2396357655525207
2022-01-15,0.2395209521055221,0.2395209521055221,0.23957850535710648,0.23901342352231336,0.23942575355370832
2022-01-16,0.2395209521055221,0.2395209521055221,0.23943510154883063,0.23892396191755924,0.23921574155489597
2022-01-17,0.2395209521055221,0.2395209521055221,0.2392916977405548,0.2388345003128051,0.2390057295560836
2022-01-18,0.2391772121191024,0.2391772121191024,0.2394062727689743,0.2391772121191024,0.2391772121191024
2022-01-19,0.2391772121191024,0.2391772121191024,0.2391200363636016,0.238464280962944,0.2388173639774322
2022-01-20,0.2386065423488617,0.2386065423488617,0.2391200363636016,0.2386065423488617,0.2387774437665939
2022-01-21,0.2388345003128051,0.2388345003128051,0.2392344623804092,0.2384927421808242,0.238691970705986
2022-01-22,0.23887254297733299,0.23887254297733299,0.2392153789599736,0.23854965468247727,0.238787035147349
2022-01-23,0.2389105856418609,0.2389105856418609,0.239196295539538,0.2386065671841303,0.23888209958871198
2022-01-24,0.2389486283063888,0.2389486283063888,0.2391772121191024,0.2386634796857834,0.238977164030075
2022-01-25,0.238863006234169,0.238863006234169,0.2390343099832534,0.2388059645891189,0.2389486283063888
2022-01-26,0.2387774437665939,0.2387774437665939,0.238863006234169,0.2386350184679031,0.2388345003128051
2022-01-27,0.2386634796857834,0.2386634796857834,0.2386634796857834,0.2378686964511871,0.2380385547876358
2022-01-28,0.2383790165185928,0.2383790165185928,0.2389200776815414,0.2381802946329116,0.2383506149053573
2022-01-29,0.23851182560125983,0.23851182560125983,0.23904395103454587,0.23837934434413904,0.23852141201496121
2022-01-30,0.23864463468392688,0.23864463468392688,0.23916782438755033,0.23857839405536646,0.2386922091245651
2022-01-31,0.2387774437665939,0.2387774437665939,0.2392916977405548,0.2387774437665939,0.238863006234169
2022-02-01,0.2390057295560836,0.2390057295560836,0.239062875509262,0.2390057295560836,0.239062875509262
2022-02-02,0.2390057295560836,0.2390057295560836,0.239062875509262,0.2390057295560836,0.239062875509262
2022-02-03,0.2391772121191024,0.2391772121191024,0.2395209521055221,0.2390057295560836,0.2393203228712082
2022-02-04,0.2391200363636016,0.2391200363636016,0.2395783513784408,0.2390057295560836,0.2391715198755264
2022-02-05,0.23919635017712904,0.23919635017712904,0.23950189352035517,0.2390152563651402,0.23916389048099512
2022-02-06,0.23927266399065647,0.23927266399065647,0.23942543566226954,0.2390247831741968,0.23915626108646387
2022-02-07,0.2393489778041839,0.2393489778041839,0.2393489778041839,0.2390343099832534,0.2391486316919326
2022-02-08,0.2390343099832534,0.2390343099832534,0.2392745316028595,0.2387489527463913,0.2392344623804092
2022-02-09,0.2391028851270675,0.2391028851270675,0.2391772121191024,0.2390057295560836,0.2391486316919326
2022-02-10,0.239062875509262,0.239062875509262,0.2392344623804092,0.2390171438455581,0.2392344623804092
2022-02-11,0.2391200363636016,0.2391200363636016,0.2391200363636016,0.2388059645891189,0.2389200776815414
