Date,Adj Close,Close,High,Low,Open
2022-01-01,0.030201444402337,0.030201444402337,0.0302160438150167,0.0299760177731513,0.0301886796951293
2022-01-02,0.030201444402337,0.030201444402337,0.0302160438150167,0.0299760177731513,0.0301886796951293
2022-01-03,0.030201444402337,0.030201444402337,0.0302160438150167,0.0299760177731513,0.0301886796951293
2022-01-04,0.0300815217196941,0.0300815217196941,0.0301250182092189,0.0299787167459726,0.0300815217196941
2022-01-05,0.030083330348134,0.030083330348134,0.0302343145012855,0.0300480779260396,0.030095100402832
2022-01-06,0.0300769954919815,0.0300769954919815,0.0301250182092189,0.029770765453577,0.03010144084692
2022-01-07,0.029803592711687,0.029803592711687,0.0298766084015369,0.0296515952795743,0.029803592711687
2022-01-08,0.029793832451105035,0.029793832451105035,0.029849901795387233,0.029649250209331433,0.0297932407508293
2022-01-09,0.029784072190523068,0.029784072190523068,0.029823195189237567,0.029646905139088568,0.029782888789971602
2022-01-10,0.0297743119299411,0.0297743119299411,0.0297964885830879,0.0296445600688457,0.0297725368291139
2022-01-11,0.0297459699213504,0.0297459699213504,0.0300120059400796,0.0297477375715971,0.0297814048826694
2022-01-12,0.0300282277166843,0.0300282277166843,0.0300760921090841,0.0298864319920539,0.0300553031265735
2022-01-13,0.0300742834806442,0.0300742834806442,0.0301704630255699,0.0300066005438566,0.0300688575953245
2022-01-14,0.0301204808056354,0.0301204808056354,0.0302160438150167,0.0300571080297231,0.0301195736974477
2022-01-15,0.0301316833744446,0.0301316833744446,0.0302435085177421,0.030036072557171133,0.03013077502449347
2022-01-16,0.0301428859432538,0.0301428859432538,0.0302709732204675,0.030015037084619167,0.030141976351539233
2022-01-17,0.030154088512063,0.030154088512063,0.0302984379231929,0.0299940016120672,0.030153177678585
2022-01-18,0.0302251782268285,0.0302251782268285,0.0304321348667144,0.0301841218024492,0.0302407145500183
2022-01-19,0.0302160438150167,0.0302160438150167,0.0303951352834701,0.0300932899117469,0.0302160438150167
2022-01-20,0.0303859002888202,0.0303859002888202,0.0305296890437603,0.0302544385194778,0.0303859002888202
2022-01-21,0.0303831323981285,0.0303831323981285,0.0304367672652006,0.0302297435700893,0.0303794387727975
2022-01-22,0.030376366650064768,0.030376366650064768,0.030414274583260202,0.0302297435700893,0.030368989954392033
2022-01-23,0.030369600902001033,0.030369600902001033,0.0303917819013198,0.0302297435700893,0.03035854113598657
2022-01-24,0.0303628351539373,0.0303628351539373,0.0303692892193794,0.0302297435700893,0.0303480923175811
2022-01-25,0.0303094591945409,0.0303094591945409,0.0303720589727163,0.0302297435700893,0.0303315222263336
2022-01-26,0.0303011946380138,0.0303011946380138,0.0304182507097721,0.0302571859210729,0.0302956867963075
2022-01-27,0.0302069187164306,0.0302069187164306,0.0302846748381853,0.0300273243337869,0.0302069187164306
2022-01-28,0.0300444662570953,0.0300444662570953,0.0301431808620691,0.0299025159329175,0.0300426613539457
2022-01-29,0.030010282372434898,0.030010282372434898,0.030134102329611733,0.029894177491466133,0.030008480573693867
2022-01-30,0.0299760984877745,0.0299760984877745,0.030125023797154364,0.029885839050014767,0.029974299793442034
2022-01-31,0.0299419146031141,0.0299419146031141,0.030115945264697,0.0298775006085634,0.0299401190131902
2022-02-01,0.0301259253174066,0.0301259253174066,0.0301468130201101,0.030048981308937,0.0301259253174066
2022-02-02,0.0301395449787378,0.0301395449787378,0.0301950592547655,0.0300842337310314,0.0301513597369194
2022-02-03,0.0301977936178445,0.0301977936178445,0.0302526094019413,0.0301204808056354,0.0301977936178445
2022-02-04,0.0302361417561769,0.0302361417561769,0.0303905196487903,0.0302114821970462,0.0302297435700893
2022-02-05,0.0302799095710118,0.0302799095710118,0.0304155169675747,0.030214525138338333,0.03027349275847273
2022-02-06,0.0303236773858467,0.0303236773858467,0.030440514286359098,0.030217568079630466,0.030317241946856168
2022-02-07,0.0303674452006816,0.0303674452006816,0.0304655116051435,0.0302206110209226,0.0303609911352396
2022-02-08,0.0303306020796298,0.0303306020796298,0.030442327260971,0.0302755087614059,0.0303306020796298
2022-02-09,0.0304349157959222,0.0304349157959222,0.0306138060986995,0.0303766727447509,0.030455308035016
2022-02-10,0.0305735599249601,0.0305735599249601,0.0307455789297819,0.0305250324308872,0.0305716916918754
2022-02-11,0.0305773001164197,0.0305773001164197,0.0306795500218868,0.0305138546973466,0.0305688865482807
2022-02-12,0.030584784845511033,0.030584784845511033,0.030739512294530834,0.0305396802723407,0.0305769915382067
2022-02-13,0.030592269574602364,0.030592269574602364,0.030799474567174866,0.0305655058473348,0.0305850965281327
2022-02-14,0.0305997543036937,0.0305997543036937,0.0308594368398189,0.0305913314223289,0.0305932015180587
2022-02-15,0.0308385007083416,0.0308385007083416,0.0309818126261234,0.0308261420577764,0.0308632440865039
2022-02-16,0.0309166777878999,0.0309166777878999,0.0310029443353414,0.0308356452733278,0.030914768576622
2022-02-17,0.030959753319621,0.030959753319621,0.0311769284307956,0.0309789348393678,0.0309856552630662
2022-02-18,0.031149735674262,0.031149735674262,0.0311817899346351,0.0310752019286155,0.0311477966606616
2022-02-19,0.031140364706516235,0.031140364706516235,0.031178549552957166,0.031043112898866267,0.0311387497931718
2022-02-20,0.031130993738770468,0.031130993738770468,0.031175309171279236,0.031011023869117034,0.031129702925682002
2022-02-21,0.0311216227710247,0.0311216227710247,0.0311720687896013,0.0309789348393678,0.0311206560581922
2022-02-22,0.0310000628232955,0.0310000628232955,0.0310202576220035,0.0308033507317304,0.0309971775859594
2022-02-23,0.0308489631861448,0.0308489631861448,0.0310665145516395,0.0307976584881544,0.0308461096137762
2022-02-24,0.03098757378757,0.03098757378757,0.0310087129473686,0.0304228793829679,0.0309789348393678
2022-02-25,0.0307720694690942,0.0307720694690942,0.0308689605444669,0.0306682623922824,0.0307503063231706
2022-02-26,0.030715255066752368,0.030715255066752368,0.03080896288156503,0.030618345364928166,0.0306960667173067
