Date,Adj Close,Close,High,Low,Open
2022-01-01,0.741729736328125,0.741729736328125,0.7421150207519531,0.7385305762290955,0.7417132258415222
2022-01-02,0.741729736328125,0.741729736328125,0.7421150207519531,0.7385305762290955,0.7417132258415222
2022-01-03,0.741729736328125,0.741729736328125,0.7421150207519531,0.7385305762290955,0.7417132258415222
2022-01-04,0.7390327453613281,0.7390327453613281,0.7394808530807495,0.7362686395645142,0.7390437126159668
2022-01-05,0.7376208901405334,0.7376208901405334,0.7388798594474792,0.7371478080749512,0.7378440499305725
2022-01-06,0.7365342974662781,0.7365342974662781,0.7373543977737427,0.7345487475395203,0.7365342974662781
2022-01-07,0.7347862720489502,0.7347862720489502,0.7377079129219055,0.7346189022064209,0.7348186373710632
2022-01-08,0.7356332341829935,0.7356332341829935,0.7380621631940206,0.7352320750554403,0.7356511950492859
2022-01-09,0.736480196317037,0.736480196317037,0.7384164134661356,0.7358452479044596,0.7364837527275085
2022-01-10,0.7373271584510803,0.7373271584510803,0.7387706637382507,0.736458420753479,0.7373163104057312
2022-01-11,0.7375773191452026,0.7375773191452026,0.7406858801841736,0.7376099824905396,0.7378984093666077
2022-01-12,0.7403897047042847,0.7403897047042847,0.7427765130996704,0.73991858959198,0.7405268549919128
2022-01-13,0.7429972290992737,0.7429972290992737,0.7441030144691467,0.7425283193588257,0.7426772117614746
2022-01-14,0.7429144382476807,0.7429144382476807,0.7447125315666199,0.7419002652168274,0.7428869009017944
2022-01-15,0.7424535353978475,0.7424535353978475,0.7440120180447897,0.7415741284688314,0.742422342300415
2022-01-16,0.7419926325480143,0.7419926325480143,0.7433115045229594,0.7412479917208353,0.7419577836990356
2022-01-17,0.7415317296981812,0.7415317296981812,0.7426109910011292,0.7409218549728394,0.7414932250976562
2022-01-18,0.7416086792945862,0.7416086792945862,0.7431076765060425,0.7402417659759521,0.7416471838951111
2022-01-19,0.7404555082321167,0.7404555082321167,0.7425007820129395,0.7399569153785706,0.740493893623352
2022-01-20,0.7421701550483704,0.7421701550483704,0.744657039642334,0.7420048713684082,0.7420104146003723
2022-01-21,0.7424511313438416,0.7424511313438416,0.7444353699684143,0.7419112920761108,0.7424842119216919
2022-01-22,0.7428910732269287,0.7428910732269287,0.7445647319157919,0.7419222990671793,0.7428744037946066
2022-01-23,0.7433310151100159,0.7433310151100159,0.7446940938631693,0.7419333060582479,0.7432645956675211
2022-01-24,0.743770956993103,0.743770956993103,0.7448234558105469,0.7419443130493164,0.7436547875404358
2022-01-25,0.7433065176010132,0.7433065176010132,0.745156466960907,0.7432401776313782,0.7432401776313782
2022-01-26,0.7441583871841431,0.7441583871841431,0.744657039642334,0.7434888482093811,0.7442691326141357
2022-01-27,0.741729736328125,0.741729736328125,0.7420048713684082,0.7388853430747986,0.7420048713684082
2022-01-28,0.7392950057983398,0.7392950057983398,0.7395902872085571,0.7363553643226624,0.7394808530807495
2022-01-29,0.7387043237686157,0.7387043237686157,0.7397727568944296,0.7366956075032552,0.7388246059417725
2022-01-30,0.7381136417388916,0.7381136417388916,0.7399552265803019,0.737035850683848,0.7381683588027954
2022-01-31,0.7375229597091675,0.7375229597091675,0.7401376962661743,0.7373760938644409,0.7375121116638184
2022-02-01,0.7398857474327087,0.7398857474327087,0.7416747212409973,0.7397434711456299,0.7398967146873474
2022-02-02,0.7415317296981812,0.7415317296981812,0.7428317070007324,0.7409932017326355,0.7415372133255005
2022-02-03,0.7421150207519531,0.7421150207519531,0.7447125315666199,0.7411909699440002,0.7421095371246338
2022-02-04,0.7440310120582581,0.7440310120582581,0.7452675700187683,0.7420324087142944,0.7440587282180786
2022-02-05,0.7438226739565531,0.7438226739565531,0.7449901700019836,0.7422565420468649,0.7438338001569113
2022-02-06,0.7436143358548483,0.7436143358548483,0.744712769985199,0.7424806753794352,0.7436088720957438
2022-02-07,0.7434059977531433,0.7434059977531433,0.7444353699684143,0.7427048087120056,0.7433839440345764
